bDefaultTiles,0,32,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,64,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,96,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,128,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,160,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,0,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,192,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,224,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,256,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,288,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,320,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,352,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,384,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,416,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,448,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,480,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,512,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,544,32,0,32,32,0,1,1,4294967295
bDefaultTiles,0,576,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,0,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,32,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,64,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,96,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,128,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,160,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,192,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,224,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,256,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,288,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,320,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,352,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,384,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,416,32,0,32,32,0,1,1,4294967295
bDefaultTiles,32,448,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,448,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,448,32,0,32,32,0,1,1,4294967295
bDefaultTiles,128,448,32,0,32,32,0,1,1,4294967295
bDefaultTiles,128,416,32,0,32,32,0,1,1,4294967295
bDefaultTiles,128,384,32,0,32,32,0,1,1,4294967295
bDefaultTiles,128,352,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,352,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,320,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,288,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,256,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,224,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,192,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,160,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,128,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,96,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,64,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,32,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,0,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,96,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,128,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,160,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,192,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,224,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,256,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,288,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,320,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,352,32,0,32,32,0,1,1,4294967295
bDefaultTiles,64,384,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,384,32,0,32,32,0,1,1,4294967295
bDefaultTiles,96,416,32,0,32,32,0,1,1,4294967295
