SpikeDown,96,-32,5177F671,0,1,1,4294967295,0,0
SpikeDown,128,-32,DD10CE1A,0,1,1,4294967295,0,0
SpikeLeft,800,32,53377CD9,0,1,1,4294967295,0,0
SpikeLeft,800,0,B10B8B23,0,1,1,4294967295,0,0
SpikeLeft,800,64,AB550B95,0,1,1,4294967295,0,0
SpikeRight,-32,96,E1582159,0,1,1,4294967295,0,0
SpikeRight,-32,128,791A2341,0,1,1,4294967295,0,0
SpikeRight,-32,160,D6674BDF,0,1,1,4294967295,0,0
SpikeRight,-32,64,709CB223,0,1,1,4294967295,0,0
SpikeUp,32,608,BA042DA1,0,1,1,4294967295,0,0
SpikeUp,64,608,EE0F037E,0,1,1,4294967295,0,0
SpikeUp,96,608,0886841A,0,1,1,4294967295,0,0
Block,64,0,2495C4FF,0,1,1,4294967295,0,0
Block,32,0,DD2F546C,0,1,1,4294967295,0,0
Block,0,0,51AEF079,0,1,1,4294967295,0,0
Block,0,32,1B38EC8E,0,1,1,4294967295,0,0
Block,0,64,47292685,0,1,1,4294967295,0,0
Block,0,160,889A4CF9,0,1,1,4294967295,0,0
Block,32,160,E8005592,0,1,1,4294967295,0,0
Block,64,160,358515BC,0,1,1,4294967295,0,0
Block,96,160,C74769D1,0,1,1,4294967295,0,0
Block,128,160,38238B65,0,1,1,4294967295,0,0
Block,160,160,ECA891FD,0,1,1,4294967295,0,0
Block,192,160,5F95F521,0,1,1,4294967295,0,0
Block,224,160,506734A3,0,1,1,4294967295,0,0
Block,224,128,DA61E846,0,1,1,4294967295,0,0
Block,256,128,D9CA7984,0,1,1,4294967295,0,0
Block,288,128,E1746B16,0,1,1,4294967295,0,0
Block,320,128,A2EFFE73,0,1,1,4294967295,0,0
Block,352,128,C96FE160,0,1,1,4294967295,0,0
Block,384,128,2F6491B6,0,1,1,4294967295,0,0
Block,416,128,EEB4BF56,0,1,1,4294967295,0,0
Block,448,128,952FF341,0,1,1,4294967295,0,0
Block,480,128,1BBB12C9,0,1,1,4294967295,0,0
Block,512,128,94B252DB,0,1,1,4294967295,0,0
Block,544,128,EC3B659A,0,1,1,4294967295,0,0
Block,576,128,19653E07,0,1,1,4294967295,0,0
Block,576,96,694B6DA7,0,1,1,4294967295,0,0
Block,576,64,C8AC04B5,0,1,1,4294967295,0,0
Block,608,96,0C916A0C,0,1,1,4294967295,0,0
Block,640,96,01FBBF34,0,1,1,4294967295,0,0
Block,672,96,E784425F,0,1,1,4294967295,0,0
Block,704,96,7B35A42D,0,1,1,4294967295,0,0
Block,736,0,FD96E5D6,0,1,1,4294967295,0,0
Block,768,0,88F71703,0,1,1,4294967295,0,0
Block,704,0,58543879,0,1,1,4294967295,0,0
Block,672,0,8A5D2154,0,1,1,4294967295,0,0
Block,640,0,2FBA7973,0,1,1,4294967295,0,0
Block,608,0,CF8B0985,0,1,1,4294967295,0,0
Block,576,0,1E0B35EB,0,1,1,4294967295,0,0
Block,544,0,D3D04B63,0,1,1,4294967295,0,0
Block,512,0,5E95F19C,0,1,1,4294967295,0,0
Block,480,0,ECE5EB43,0,1,1,4294967295,0,0
Block,448,0,096DA39C,0,1,1,4294967295,0,0
Block,416,0,7DA8840E,0,1,1,4294967295,0,0
Block,384,0,0491950E,0,1,1,4294967295,0,0
Block,352,0,3E01D590,0,1,1,4294967295,0,0
Block,320,0,A5A30CC2,0,1,1,4294967295,0,0
Block,288,0,748A51CD,0,1,1,4294967295,0,0
Block,256,0,3B7DE3F3,0,1,1,4294967295,0,0
Block,224,0,18E401A6,0,1,1,4294967295,0,0
Block,192,0,018A50E5,0,1,1,4294967295,0,0
Block,160,0,FC25FBB3,0,1,1,4294967295,0,0
Block,768,64,AA4CB987,0,1,1,4294967295,0,0
Block,768,96,F4933B18,0,1,1,4294967295,0,0
Block,768,128,E514EC7D,0,1,1,4294967295,0,0
Block,768,160,4C485ABB,0,1,1,4294967295,0,0
Block,768,192,66A64945,0,1,1,4294967295,0,0
Block,768,224,62FD337F,0,1,1,4294967295,0,0
Block,768,256,6BF53671,0,1,1,4294967295,0,0
Block,768,288,A57C7B57,0,1,1,4294967295,0,0
Block,768,320,44B505DA,0,1,1,4294967295,0,0
Block,704,288,8C67FAD3,0,1,1,4294967295,0,0
Block,704,256,A6FBE521,0,1,1,4294967295,0,0
Block,704,224,632C7F25,0,1,1,4294967295,0,0
Block,736,288,476B6FBF,0,1,1,4294967295,0,0
Block,672,288,5DAB5A43,0,1,1,4294967295,0,0
Block,640,288,7B6C0D37,0,1,1,4294967295,0,0
Block,640,256,669E4CE2,0,1,1,4294967295,0,0
Block,640,224,F55F1EAA,0,1,1,4294967295,0,0
Block,640,320,A9A70B21,0,1,1,4294967295,0,0
Block,608,320,236FEB59,0,1,1,4294967295,0,0
Block,576,320,DAE20873,0,1,1,4294967295,0,0
Block,576,288,178C4B43,0,1,1,4294967295,0,0
Block,576,256,1AD42401,0,1,1,4294967295,0,0
Block,576,224,DAE16913,0,1,1,4294967295,0,0
Block,576,352,AFC77CCB,0,1,1,4294967295,0,0
Block,544,352,BBDC3E63,0,1,1,4294967295,0,0
Block,512,352,6CBBCBC1,0,1,1,4294967295,0,0
Block,512,320,3C339804,0,1,1,4294967295,0,0
Block,512,288,C9E45477,0,1,1,4294967295,0,0
Block,768,352,808F8C13,0,1,1,4294967295,0,0
Block,768,384,469DB963,0,1,1,4294967295,0,0
Block,768,416,712B0527,0,1,1,4294967295,0,0
Block,768,448,56C02FEB,0,1,1,4294967295,0,0
Block,768,480,D467F29E,0,1,1,4294967295,0,0
Block,768,512,B3CB9925,0,1,1,4294967295,0,0
Block,768,544,71E2878C,0,1,1,4294967295,0,0
Block,768,576,77FB2D45,0,1,1,4294967295,0,0
Block,736,576,8FACEA4C,0,1,1,4294967295,0,0
Block,704,576,829FFB6C,0,1,1,4294967295,0,0
Block,672,576,9335306F,0,1,1,4294967295,0,0
Block,640,576,5403A249,0,1,1,4294967295,0,0
Block,608,576,0CFAD4E8,0,1,1,4294967295,0,0
Block,576,576,CD322DF5,0,1,1,4294967295,0,0
Block,544,576,C9368B5F,0,1,1,4294967295,0,0
Block,512,576,6C637374,0,1,1,4294967295,0,0
Block,480,576,4171BE3D,0,1,1,4294967295,0,0
Block,448,576,81C84274,0,1,1,4294967295,0,0
Block,416,576,A78C5F0B,0,1,1,4294967295,0,0
Block,384,576,E57096FC,0,1,1,4294967295,0,0
Block,352,576,F5B59054,0,1,1,4294967295,0,0
Block,320,576,11825E29,0,1,1,4294967295,0,0
Block,288,576,5D21BB51,0,1,1,4294967295,0,0
Block,256,576,688D86BE,0,1,1,4294967295,0,0
Block,256,544,3ACF3999,0,1,1,4294967295,0,0
Block,256,512,896B3907,0,1,1,4294967295,0,0
Block,256,480,8AA31970,0,1,1,4294967295,0,0
Block,256,448,58F9CE42,0,1,1,4294967295,0,0
Block,256,416,B22B4656,0,1,1,4294967295,0,0
Block,256,384,589C6CCF,0,1,1,4294967295,0,0
Block,256,352,7BF64FA7,0,1,1,4294967295,0,0
Block,256,320,7DFEBE04,0,1,1,4294967295,0,0
Block,256,288,FFBB1C38,0,1,1,4294967295,0,0
Block,256,256,C5FB71E6,0,1,1,4294967295,0,0
Block,256,224,0B817A66,0,1,1,4294967295,0,0
Block,288,224,53D464EB,0,1,1,4294967295,0,0
Block,320,224,BDD31C39,0,1,1,4294967295,0,0
Block,352,288,7E8AB66A,0,1,1,4294967295,0,0
Block,320,384,C43EF58D,0,1,1,4294967295,0,0
Block,288,384,DFBED5A7,0,1,1,4294967295,0,0
Block,320,480,8B8E2055,0,1,1,4294967295,0,0
Block,352,480,F6243B23,0,1,1,4294967295,0,0
Block,384,480,9E4E93EA,0,1,1,4294967295,0,0
Block,416,480,DDBDC4BE,0,1,1,4294967295,0,0
Block,448,480,63E98BD9,0,1,1,4294967295,0,0
Block,480,480,C5B6E2A0,0,1,1,4294967295,0,0
Block,512,480,1E857090,0,1,1,4294967295,0,0
Block,544,480,2BEBE92F,0,1,1,4294967295,0,0
Block,576,480,0DC6BD40,0,1,1,4294967295,0,0
Block,608,480,CDF4A018,0,1,1,4294967295,0,0
Block,640,480,8A4A060D,0,1,1,4294967295,0,0
Block,672,480,E2528DC2,0,1,1,4294967295,0,0
Block,448,448,A35B7048,0,1,1,4294967295,0,0
Block,416,448,B2A0FA7A,0,1,1,4294967295,0,0
Block,384,448,A30BF6B3,0,1,1,4294967295,0,0
Block,384,416,1DE50C16,0,1,1,4294967295,0,0
Block,384,384,F844F5BD,0,1,1,4294967295,0,0
Block,384,352,628B5A4F,0,1,1,4294967295,0,0
Block,384,320,BB175C52,0,1,1,4294967295,0,0
Block,384,288,F2A57564,0,1,1,4294967295,0,0
Block,384,256,62BECAAC,0,1,1,4294967295,0,0
Block,384,224,EE4DFBF7,0,1,1,4294967295,0,0
Block,384,192,B0F5A0EC,0,1,1,4294967295,0,0
Block,384,160,C970C69C,0,1,1,4294967295,0,0
Block,352,160,F32DB872,0,1,1,4294967295,0,0
Block,512,160,307F0A7A,0,1,1,4294967295,0,0
Block,192,352,2AA8D0AD,0,1,1,4294967295,0,0
Block,160,352,66A47798,0,1,1,4294967295,0,0
Block,224,352,F6BA3B87,0,1,1,4294967295,0,0
Block,96,352,5356E0E4,0,1,1,4294967295,0,0
Block,64,352,06BABFCC,0,1,1,4294967295,0,0
Block,32,352,B66BE3CB,0,1,1,4294967295,0,0
Block,0,320,FD11E47B,0,1,1,4294967295,0,0
Block,0,192,0918B45D,0,1,1,4294967295,0,0
Block,0,224,46241AEB,0,1,1,4294967295,0,0
Block,0,256,5B20F214,0,1,1,4294967295,0,0
Block,0,288,4C277B21,0,1,1,4294967295,0,0
Block,0,352,66D35864,0,1,1,4294967295,0,0
Block,0,384,43792309,0,1,1,4294967295,0,0
Block,0,416,B74C1B6C,0,1,1,4294967295,0,0
Block,0,448,BAC6CA7C,0,1,1,4294967295,0,0
Block,0,480,1461E982,0,1,1,4294967295,0,0
Block,0,512,B7624575,0,1,1,4294967295,0,0
Block,0,544,42427654,0,1,1,4294967295,0,0
Block,0,576,BB4C659E,0,1,1,4294967295,0,0
Block,96,448,1A4B65CE,0,1,1,4294967295,0,0
Block,128,448,7B633E07,0,1,1,4294967295,0,0
Block,160,448,225CEAEA,0,1,1,4294967295,0,0
Block,192,448,422B3541,0,1,1,4294967295,0,0
Block,192,416,72C572A2,0,1,1,4294967295,0,0
Block,192,480,D5FD2177,0,1,1,4294967295,0,0
Block,192,512,A04D62F3,0,1,1,4294967295,0,0
Block,128,512,45AB2F8C,0,1,1,4294967295,0,0
Block,128,544,299ED14C,0,1,1,4294967295,0,0
Block,128,576,D004E5FB,0,1,1,4294967295,0,0
Block,160,576,115973FE,0,1,1,4294967295,0,0
Block,192,576,CEA4009A,0,1,1,4294967295,0,0
Block,224,576,9811060B,0,1,1,4294967295,0,0
Block,64,224,CB14F4B4,0,1,1,4294967295,0,0
